transaction_id,date,customer_id,category,product,quantity,unit_price,total_price,discount
TXN-000015,2024-01-01,CUST-0184,Dog Toys,Plush Squeaky Toy,1,24.3,24.3,0.0
TXN-000016,2024-01-01,CUST-0141,Dog Food,Wet Dog Food Cans,2,28.3,56.6,0.0
TXN-000016,2024-01-01,CUST-0141,Cat Toys,Catnip Mouse,2,18.29,36.58,0.0
TXN-000016,2024-01-01,CUST-0141,Dog Food,Puppy Kibble,1,24.31,24.31,0.0
TXN-000017,2024-01-01,CUST-0105,Dog Toys,Rope Tug Toy,1,14.58,14.58,0.0
TXN-000017,2024-01-01,CUST-0105,Dog Food,Premium Dry Dog Food,1,18.94,18.94,0.0
TXN-000017,2024-01-01,CUST-0105,Cat Food,Premium Cat Kibble,1,18.63,18.63,0.0
TXN-000017,2024-01-01,CUST-0105,Dog Food,Grain-Free Dog Food,1,22.44,22.44,0.0
TXN-000018,2024-01-01,CUST-0026,Cat Toys,Laser Pointer,1,12.15,12.15,0.0
TXN-000018,2024-01-01,CUST-0026,Dog Food,Senior Dog Diet,2,33.06,66.12,0.0
TXN-000018,2024-01-01,CUST-0026,Dog Toys,Rubber Chew Toy,1,17.3,17.3,0.0
TXN-000018,2024-01-01,CUST-0026,Dog Food,Wet Dog Food Cans,1,34.35,34.35,0.0
TXN-000019,2024-01-02,CUST-0063,Dog Food,Grain-Free Dog Food,2,22.85,45.7,0.0
TXN-000019,2024-01-02,CUST-0063,Dog Food,Premium Dry Dog Food,1,50.57,50.57,0.0
TXN-000019,2024-01-02,CUST-0063,Cat Toys,Cat Tunnel,2,14.87,25.88,3.8616379746107805
TXN-000019,2024-01-02,CUST-0063,Grooming Supplies,Brush,2,10.62,16.08,5.158817546747674
TXN-000019,2024-01-02,CUST-0063,Pet Accessories,Cat Collar,1,21.81,21.81,0.0
TXN-000019,2024-01-02,CUST-0063,Dog Toys,Rope Tug Toy,1,5.68,5.68,0.0
TXN-000020,2024-01-02,CUST-0167,Grooming Supplies,Toothbrush Kit,2,12.61,25.22,0.0
TXN-000020,2024-01-02,CUST-0167,Cat Toys,Interactive Ball Tower,2,3.27,6.54,0.0
TXN-000021,2024-01-02,CUST-0180,Health Products,Joint Supplements,1,26.77,26.77,0.0
TXN-000022,2024-01-02,CUST-0105,Dog Food,Premium Dry Dog Food,1,18.64,18.64,0.0
TXN-000022,2024-01-02,CUST-0105,Dog Food,Puppy Kibble,1,33.61,33.61,0.0
TXN-000023,2024-01-02,CUST-0064,Dog Food,Puppy Kibble,1,38.31,38.31,0.0
TXN-000023,2024-01-02,CUST-0064,Dog Food,Puppy Kibble,3,42.23,126.69,0.0
TXN-000023,2024-01-02,CUST-0064,Cat Food,Senior Cat Diet,3,27.18,74.46,7.080888848524546
TXN-000023,2024-01-02,CUST-0064,Dog Toys,Plush Squeaky Toy,1,21.51,21.51,0.0
TXN-000024,2024-01-02,CUST-0143,Pet Accessories,Dog Leash,1,37.47,37.47,0.0
TXN-000024,2024-01-02,CUST-0143,Cat Food,Senior Cat Diet,1,30.92,30.92,0.0
TXN-000024,2024-01-02,CUST-0143,Cat Food,Hairball Control Formula,1,38.44,38.44,0.0
TXN-000025,2024-01-02,CUST-0121,Cat Food,Wet Cat Food Pouches,1,22.73,22.73,0.0
TXN-000026,2024-01-02,CUST-0006,Cat Toys,Catnip Mouse,1,4.68,4.68,0.0
TXN-000026,2024-01-02,CUST-0006,Dog Food,Puppy Kibble,4,19.7,78.8,0.0
TXN-000026,2024-01-02,CUST-0006,Cat Toys,Catnip Mouse,1,6.74,6.74,0.0
TXN-000027,2024-01-02,CUST-0199,Cat Food,Premium Cat Kibble,2,39.23,78.46,0.0
TXN-000027,2024-01-02,CUST-0199,Dog Toys,Interactive Puzzle Toy,1,22.47,22.47,0.0
TXN-000027,2024-01-02,CUST-0199,Cat Food,Hairball Control Formula,1,34.01,34.01,0.0
TXN-000028,2024-01-02,CUST-0164,Dog Food,Grain-Free Dog Food,2,28.74,57.48,0.0
TXN-000028,2024-01-02,CUST-0164,Cat Food,Senior Cat Diet,1,11.38,11.38,0.0
TXN-000028,2024-01-02,CUST-0164,Cat Food,Senior Cat Diet,1,26.21,26.21,0.0
TXN-000029,2024-01-02,CUST-0030,Cat Toys,Feather Wand,1,17.94,17.94,0.0
TXN-000030,2024-01-02,CUST-0092,Dog Food,Premium Dry Dog Food,1,39.91,39.91,0.0
TXN-000030,2024-01-02,CUST-0092,Dog Toys,Rubber Chew Toy,1,24.96,24.96,0.0
TXN-000031,2024-01-02,CUST-0078,Dog Toys,Interactive Puzzle Toy,1,19.2,16.3,2.9009999513788
TXN-000031,2024-01-02,CUST-0078,Health Products,Flea & Tick Treatment,1,12.02,11.02,0.995984514864394
TXN-000032,2024-01-02,CUST-0034,Dog Toys,Tennis Ball Pack,1,12.91,12.91,0.0
TXN-000032,2024-01-02,CUST-0034,Dog Toys,Rubber Chew Toy,1,9.02,9.02,0.0
TXN-000033,2024-01-02,CUST-0006,Dog Toys,Rope Tug Toy,1,22.15,22.15,0.0
TXN-000033,2024-01-02,CUST-0006,Cat Food,Senior Cat Diet,1,15.69,15.69,0.0
TXN-000033,2024-01-02,CUST-0006,Dog Food,Premium Dry Dog Food,1,42.97,42.97,0.0
TXN-000033,2024-01-02,CUST-0006,Pet Accessories,Dog Leash,1,22.55,22.55,0.0
TXN-000033,2024-01-02,CUST-0006,Dog Toys,Tennis Ball Pack,2,17.47,34.94,0.0
TXN-000034,2024-01-03,CUST-0101,Cat Food,Senior Cat Diet,2,28.15,56.3,0.0
TXN-000034,2024-01-03,CUST-0101,Dog Food,Premium Dry Dog Food,2,46.67,93.34,0.0
TXN-000035,2024-01-03,CUST-0172,Grooming Services,Nail Trim,1,114.3,114.3,0.0
TXN-000035,2024-01-03,CUST-0172,Dog Toys,Interactive Puzzle Toy,2,17.5,35.0,0.0
TXN-000035,2024-01-03,CUST-0172,Cat Food,Wet Cat Food Pouches,1,33.26,33.26,0.0
TXN-000035,2024-01-03,CUST-0172,Dog Food,Wet Dog Food Cans,1,28.26,28.26,0.0
TXN-000036,2024-01-03,CUST-0161,Dog Food,Puppy Kibble,1,17.96,17.96,0.0
TXN-000037,2024-01-03,CUST-0041,Cat Toys,Interactive Ball Tower,1,13.08,13.08,0.0
TXN-000038,2024-01-03,CUST-0112,Cat Food,Hairball Control Formula,2,25.78,51.56,0.0
TXN-000038,2024-01-03,CUST-0112,Dog Food,Grain-Free Dog Food,1,15.74,15.74,0.0
TXN-000038,2024-01-03,CUST-0112,Grooming Services,Nail Trim,1,31.18,31.18,0.0
TXN-000038,2024-01-03,CUST-0112,Dog Food,Premium Dry Dog Food,2,22.79,45.58,0.0
TXN-000039,2024-01-03,CUST-0174,Grooming Services,De-shedding Treatment,1,79.01,79.01,0.0
TXN-000039,2024-01-03,CUST-0174,Health Products,Dental Chews,1,23.06,23.06,0.0
TXN-000039,2024-01-03,CUST-0174,Dog Food,Grain-Free Dog Food,1,32.39,32.39,0.0
TXN-000039,2024-01-03,CUST-0174,Dog Food,Premium Dry Dog Food,4,53.94,215.76,0.0
TXN-000039,2024-01-03,CUST-0174,Cat Toys,Feather Wand,1,19.11,19.11,0.0
TXN-000040,2024-01-03,CUST-0136,Cat Food,Kitten Formula,1,30.49,30.49,0.0
TXN-000040,2024-01-03,CUST-0136,Cat Food,Kitten Formula,1,11.45,11.45,0.0
TXN-000040,2024-01-03,CUST-0136,Cat Food,Senior Cat Diet,2,21.63,43.26,0.0
TXN-000040,2024-01-03,CUST-0136,Cat Toys,Interactive Ball Tower,1,15.61,15.61,0.0
TXN-000040,2024-01-03,CUST-0136,Dog Food,Grain-Free Dog Food,1,50.07,50.07,0.0
TXN-000041,2024-01-03,CUST-0068,Cat Toys,Interactive Ball Tower,3,5.58,16.74,0.0
TXN-000041,2024-01-03,CUST-0068,Dog Food,Wet Dog Food Cans,3,45.54,136.62,0.0
TXN-000042,2024-01-03,CUST-0171,Dog Toys,Tennis Ball Pack,3,14.71,44.13,0.0
TXN-000042,2024-01-03,CUST-0171,Cat Toys,Cat Tunnel,1,13.05,13.05,0.0
TXN-000042,2024-01-03,CUST-0171,Dog Food,Wet Dog Food Cans,3,37.61,112.83,0.0
TXN-000043,2024-01-03,CUST-0104,Cat Food,Senior Cat Diet,2,17.39,34.78,0.0
TXN-000043,2024-01-03,CUST-0104,Dog Food,Premium Dry Dog Food,1,53.88,53.88,0.0
TXN-000043,2024-01-03,CUST-0104,Dog Food,Senior Dog Diet,1,16.11,16.11,0.0
TXN-000043,2024-01-03,CUST-0104,Dog Food,Grain-Free Dog Food,1,31.48,31.48,0.0
TXN-000044,2024-01-03,CUST-0125,Dog Food,Senior Dog Diet,1,50.77,50.77,0.0
TXN-000044,2024-01-03,CUST-0125,Dog Toys,Rubber Chew Toy,4,22.24,88.96,0.0
TXN-000044,2024-01-03,CUST-0125,Grooming Services,Full Grooming,1,65.52,65.52,0.0
TXN-000044,2024-01-03,CUST-0125,Dog Toys,Plush Squeaky Toy,1,7.48,7.48,0.0
TXN-000045,2024-01-03,CUST-0134,Dog Toys,Rubber Chew Toy,1,10.79,10.79,0.0
TXN-000045,2024-01-03,CUST-0134,Pet Accessories,Pet ID Tag,2,21.53,43.06,0.0
TXN-000045,2024-01-03,CUST-0134,Dog Food,Wet Dog Food Cans,2,57.74,115.48,0.0
TXN-000045,2024-01-03,CUST-0134,Cat Food,Wet Cat Food Pouches,2,24.76,49.52,0.0
TXN-000045,2024-01-03,CUST-0134,Pet Accessories,Pet Carrier,3,34.73,104.19,0.0
TXN-000046,2024-01-03,CUST-0010,Dog Food,Senior Dog Diet,2,37.33,74.66,0.0
TXN-000046,2024-01-03,CUST-0010,Dog Food,Puppy Kibble,2,22.44,44.88,0.0
TXN-000046,2024-01-03,CUST-0010,Cat Food,Premium Cat Kibble,2,11.18,22.36,0.0
TXN-000046,2024-01-03,CUST-0010,Dog Food,Senior Dog Diet,1,57.13,57.13,0.0
TXN-000047,2024-01-03,CUST-0153,Health Products,Flea & Tick Treatment,1,22.0,22.0,0.0
TXN-000047,2024-01-03,CUST-0153,Pet Accessories,Dog Leash,1,16.56,16.56,0.0
TXN-000048,2024-01-03,CUST-0200,Cat Toys,Catnip Mouse,1,10.75,10.75,0.0
TXN-000048,2024-01-03,CUST-0200,Cat Food,Senior Cat Diet,1,10.34,10.34,0.0
TXN-000048,2024-01-03,CUST-0200,Cat Food,Hairball Control Formula,1,30.94,30.94,0.0
TXN-000049,2024-01-03,CUST-0138,Dog Food,Senior Dog Diet,1,48.54,43.56,4.9820394561047445
TXN-000049,2024-01-03,CUST-0138,Dog Food,Senior Dog Diet,2,52.35,104.7,0.0
TXN-000049,2024-01-03,CUST-0138,Dog Food,Wet Dog Food Cans,1,49.47,49.47,0.0
TXN-000050,2024-01-03,CUST-0178,Cat Toys,Feather Wand,1,18.26,18.26,0.0
TXN-000050,2024-01-03,CUST-0178,Dog Toys,Interactive Puzzle Toy,1,11.37,11.37,0.0
TXN-000051,2024-01-03,CUST-0104,Cat Toys,Catnip Mouse,1,11.03,11.03,0.0
TXN-000051,2024-01-03,CUST-0104,Cat Toys,Interactive Ball Tower,2,5.2,8.8,1.6000914714844143
TXN-000051,2024-01-03,CUST-0104,Cat Food,Senior Cat Diet,1,17.76,17.76,0.0
TXN-000051,2024-01-03,CUST-0104,Cat Food,Kitten Formula,1,19.19,19.19,0.0
TXN-000051,2024-01-03,CUST-0104,Dog Food,Wet Dog Food Cans,1,23.36,23.36,0.0
TXN-000052,2024-01-03,CUST-0064,Health Products,Dental Chews,3,26.72,80.16,0.0
TXN-000053,2024-01-03,CUST-0056,Grooming Supplies,Dog Shampoo,1,19.02,17.4,1.617494355606925
TXN-000053,2024-01-03,CUST-0056,Grooming Supplies,Brush,1,21.99,21.99,0.0
TXN-000053,2024-01-03,CUST-0056,Health Products,Ear Cleaner,1,30.17,30.17,0.0
TXN-000053,2024-01-03,CUST-0056,Grooming Supplies,Toothbrush Kit,2,19.52,39.04,0.0
TXN-000054,2024-01-03,CUST-0092,Dog Food,Grain-Free Dog Food,1,50.15,50.15,0.0
TXN-000054,2024-01-03,CUST-0092,Dog Toys,Tennis Ball Pack,1,23.34,23.34,0.0
TXN-000054,2024-01-03,CUST-0092,Cat Food,Senior Cat Diet,1,22.11,22.11,0.0
TXN-000054,2024-01-03,CUST-0092,Cat Food,Senior Cat Diet,1,26.99,26.99,0.0
TXN-000055,2024-01-03,CUST-0166,Cat Toys,Laser Pointer,1,12.13,12.13,0.0
TXN-000055,2024-01-03,CUST-0166,Health Products,Vitamins,1,39.81,39.81,0.0
TXN-000055,2024-01-03,CUST-0166,Dog Food,Wet Dog Food Cans,1,56.63,56.63,0.0
TXN-000056,2024-01-03,CUST-0020,Dog Food,Puppy Kibble,1,29.7,29.7,0.0
TXN-000056,2024-01-03,CUST-0020,Cat Food,Senior Cat Diet,1,14.92,14.92,0.0
TXN-000056,2024-01-03,CUST-0020,Dog Food,Grain-Free Dog Food,1,42.82,42.82,0.0
TXN-000056,2024-01-03,CUST-0020,Pet Accessories,Pet ID Tag,1,16.11,16.11,0.0
TXN-000057,2024-01-03,CUST-0059,Cat Food,Kitten Formula,1,15.56,15.56,0.0
TXN-000057,2024-01-03,CUST-0059,Cat Food,Premium Cat Kibble,1,29.69,29.69,0.0
TXN-000057,2024-01-03,CUST-0059,Dog Food,Wet Dog Food Cans,1,54.27,54.27,0.0
TXN-000057,2024-01-03,CUST-0059,Cat Toys,Feather Wand,2,3.84,7.68,0.0
TXN-000058,2024-01-03,CUST-0137,Dog Toys,Tennis Ball Pack,1,8.57,8.57,0.0
TXN-000058,2024-01-03,CUST-0137,Health Products,Joint Supplements,1,49.0,49.0,0.0
TXN-000059,2024-01-03,CUST-0162,Pet Accessories,Dog Collar,1,32.21,32.21,0.0
TXN-000060,2024-01-03,CUST-0141,Cat Food,Premium Cat Kibble,1,43.14,43.14,0.0
TXN-000060,2024-01-03,CUST-0141,Dog Food,Senior Dog Diet,1,45.02,45.02,0.0
TXN-000060,2024-01-03,CUST-0141,Dog Food,Senior Dog Diet,3,39.75,119.25,0.0
TXN-000060,2024-01-03,CUST-0141,Dog Toys,Tennis Ball Pack,1,12.13,12.13,0.0
TXN-000061,2024-01-03,CUST-0154,Dog Food,Senior Dog Diet,1,34.19,34.19,0.0
TXN-000061,2024-01-03,CUST-0154,Dog Food,Premium Dry Dog Food,1,25.85,25.85,0.0
TXN-000061,2024-01-03,CUST-0154,Cat Food,Premium Cat Kibble,1,13.61,13.61,0.0
TXN-000061,2024-01-03,CUST-0154,Dog Food,Grain-Free Dog Food,1,57.56,57.56,0.0
TXN-000062,2024-01-03,CUST-0087,Cat Food,Kitten Formula,1,19.64,19.64,0.0
TXN-000063,2024-01-04,CUST-0087,Dog Food,Wet Dog Food Cans,1,28.17,26.15,2.0184110467482728
TXN-000063,2024-01-04,CUST-0087,Cat Food,Hairball Control Formula,1,39.62,30.92,8.695314367294355
TXN-000063,2024-01-04,CUST-0087,Dog Toys,Interactive Puzzle Toy,2,17.52,35.04,0.0
TXN-000064,2024-01-04,CUST-0090,Cat Food,Kitten Formula,2,35.45,70.9,0.0
TXN-000064,2024-01-04,CUST-0090,Cat Toys,Laser Pointer,2,19.8,39.6,0.0
TXN-000064,2024-01-04,CUST-0090,Pet Accessories,Pet Carrier,4,17.59,70.36,0.0
TXN-000064,2024-01-04,CUST-0090,Health Products,Dental Chews,1,28.03,28.03,0.0
TXN-000065,2024-01-04,CUST-0103,Pet Accessories,Cat Collar,3,24.53,73.59,0.0
TXN-000065,2024-01-04,CUST-0103,Cat Food,Premium Cat Kibble,2,28.18,56.36,0.0
TXN-000065,2024-01-04,CUST-0103,Dog Food,Puppy Kibble,1,44.29,44.29,0.0
TXN-000066,2024-01-04,CUST-0190,Cat Food,Kitten Formula,2,19.77,39.54,0.0
TXN-000066,2024-01-04,CUST-0190,Dog Toys,Interactive Puzzle Toy,1,7.57,7.57,0.0
TXN-000066,2024-01-04,CUST-0190,Dog Food,Puppy Kibble,2,51.71,103.42,0.0
TXN-000067,2024-01-04,CUST-0031,Cat Food,Hairball Control Formula,1,32.5,32.5,0.0
TXN-000067,2024-01-04,CUST-0031,Cat Toys,Interactive Ball Tower,2,19.23,38.46,0.0
TXN-000067,2024-01-04,CUST-0031,Dog Toys,Tennis Ball Pack,1,8.26,8.26,0.0
TXN-000068,2024-01-04,CUST-0016,Cat Food,Hairball Control Formula,1,22.36,22.36,0.0
TXN-000068,2024-01-04,CUST-0016,Dog Food,Grain-Free Dog Food,1,57.56,57.56,0.0
TXN-000068,2024-01-04,CUST-0016,Dog Toys,Plush Squeaky Toy,1,18.29,18.29,0.0
TXN-000068,2024-01-04,CUST-0016,Dog Toys,Plush Squeaky Toy,1,12.35,12.35,0.0
TXN-000068,2024-01-04,CUST-0016,Cat Toys,Catnip Mouse,2,19.2,38.4,0.0
TXN-000069,2024-01-04,CUST-0193,Grooming Supplies,Dog Shampoo,1,28.27,28.27,0.0
TXN-000069,2024-01-04,CUST-0193,Dog Food,Puppy Kibble,1,17.27,17.27,0.0
TXN-000069,2024-01-04,CUST-0193,Pet Accessories,Pet Carrier,1,33.53,29.4,4.127779588750496
TXN-000070,2024-01-04,CUST-0172,Dog Toys,Interactive Puzzle Toy,1,21.12,21.12,0.0
TXN-000070,2024-01-04,CUST-0172,Pet Accessories,Dog Collar,2,21.97,43.94,0.0
TXN-000070,2024-01-04,CUST-0172,Pet Accessories,Dog Collar,1,37.49,37.49,0.0
TXN-000070,2024-01-04,CUST-0172,Dog Food,Wet Dog Food Cans,1,29.53,29.53,0.0
TXN-000071,2024-01-04,CUST-0034,Dog Toys,Rope Tug Toy,2,8.71,17.42,0.0
TXN-000072,2024-01-04,CUST-0106,Dog Toys,Rubber Chew Toy,2,14.86,29.72,0.0
TXN-000073,2024-01-04,CUST-0162,Cat Toys,Interactive Ball Tower,1,7.41,7.41,0.0
TXN-000073,2024-01-04,CUST-0162,Dog Food,Grain-Free Dog Food,4,35.16,140.64,0.0
TXN-000074,2024-01-04,CUST-0032,Dog Food,Grain-Free Dog Food,3,16.44,49.32,0.0
TXN-000074,2024-01-04,CUST-0032,Dog Food,Grain-Free Dog Food,4,53.32,213.28,0.0
TXN-000074,2024-01-04,CUST-0032,Health Products,Vitamins,2,43.11,86.22,0.0
TXN-000075,2024-01-04,CUST-0020,Health Products,Dental Chews,2,21.99,43.98,0.0
TXN-000075,2024-01-04,CUST-0020,Dog Food,Grain-Free Dog Food,1,57.29,57.29,0.0
TXN-000076,2024-01-04,CUST-0173,Cat Toys,Feather Wand,1,9.17,9.17,0.0
TXN-000076,2024-01-04,CUST-0173,Cat Toys,Interactive Ball Tower,1,16.81,16.81,0.0
TXN-000076,2024-01-04,CUST-0173,Dog Toys,Tennis Ball Pack,1,6.99,6.99,0.0
TXN-000077,2024-01-04,CUST-0046,Dog Food,Senior Dog Diet,1,49.23,49.23,0.0
TXN-000078,2024-01-04,CUST-0189,Cat Food,Kitten Formula,1,42.48,42.48,0.0
TXN-000079,2024-01-04,CUST-0029,Cat Toys,Cat Tunnel,2,3.16,6.32,0.0
TXN-000079,2024-01-04,CUST-0029,Dog Toys,Rubber Chew Toy,1,18.61,18.61,0.0
TXN-000079,2024-01-04,CUST-0029,Health Products,Dental Chews,3,32.29,78.24,18.628189323316803
TXN-000079,2024-01-04,CUST-0029,Dog Toys,Plush Squeaky Toy,1,21.5,21.5,0.0
TXN-000079,2024-01-04,CUST-0029,Pet Accessories,Dog Leash,3,29.41,75.36,12.872985757152456
TXN-000080,2024-01-04,CUST-0048,Dog Toys,Interactive Puzzle Toy,2,22.92,45.84,0.0
TXN-000081,2024-01-04,CUST-0181,Cat Food,Senior Cat Diet,1,10.22,10.22,0.0
TXN-000081,2024-01-04,CUST-0181,Dog Food,Wet Dog Food Cans,3,32.03,96.09,0.0
TXN-000081,2024-01-04,CUST-0181,Dog Food,Premium Dry Dog Food,1,58.61,58.61,0.0
TXN-000082,2024-01-04,CUST-0063,Health Products,Flea & Tick Treatment,1,39.86,39.86,0.0
TXN-000082,2024-01-04,CUST-0063,Cat Toys,Feather Wand,2,7.19,14.38,0.0
TXN-000082,2024-01-04,CUST-0063,Pet Accessories,Pet Carrier,1,18.83,18.83,0.0
TXN-000082,2024-01-04,CUST-0063,Grooming Services,Full Grooming,1,56.26,56.26,0.0
TXN-000083,2024-01-04,CUST-0123,Grooming Services,De-shedding Treatment,1,37.91,37.91,0.0
TXN-000083,2024-01-04,CUST-0123,Cat Food,Kitten Formula,1,17.92,17.92,0.0
TXN-000083,2024-01-04,CUST-0123,Dog Food,Grain-Free Dog Food,1,54.52,54.52,0.0
TXN-000083,2024-01-04,CUST-0123,Cat Food,Kitten Formula,1,27.36,21.91,5.450920419841397
TXN-000083,2024-01-04,CUST-0123,Cat Toys,Interactive Ball Tower,1,13.72,13.72,0.0
TXN-000084,2024-01-04,CUST-0024,Dog Food,Grain-Free Dog Food,2,46.66,93.32,0.0
TXN-000084,2024-01-04,CUST-0024,Cat Food,Wet Cat Food Pouches,1,12.63,11.34,1.292877137214207
TXN-000084,2024-01-04,CUST-0024,Pet Accessories,Dog Leash,1,17.91,17.91,0.0
TXN-000084,2024-01-04,CUST-0024,Pet Accessories,Dog Leash,3,24.33,72.99,0.0
TXN-000084,2024-01-04,CUST-0024,Health Products,Dental Chews,2,25.09,50.18,0.0
TXN-000085,2024-01-04,CUST-0135,Grooming Services,Full Grooming,1,34.17,34.17,0.0
TXN-000085,2024-01-04,CUST-0135,Dog Toys,Rope Tug Toy,1,10.38,10.38,0.0
TXN-000085,2024-01-04,CUST-0135,Cat Food,Premium Cat Kibble,2,24.59,49.18,0.0
TXN-000085,2024-01-04,CUST-0135,Cat Toys,Catnip Mouse,4,5.2,20.8,0.0
TXN-000085,2024-01-04,CUST-0135,Grooming Services,De-shedding Treatment,1,85.91,85.91,0.0
TXN-000085,2024-01-04,CUST-0135,Pet Accessories,Dog Leash,1,11.49,11.49,0.0
TXN-000085,2024-01-04,CUST-0135,Dog Food,Premium Dry Dog Food,1,54.18,54.18,0.0
TXN-000086,2024-01-04,CUST-0124,Health Products,Ear Cleaner,1,19.61,19.61,0.0
TXN-000086,2024-01-04,CUST-0124,Cat Toys,Catnip Mouse,1,6.45,6.45,0.0
TXN-000086,2024-01-04,CUST-0124,Cat Food,Senior Cat Diet,2,14.13,28.26,0.0
TXN-000086,2024-01-04,CUST-0124,Cat Toys,Laser Pointer,2,17.08,34.16,0.0
TXN-000086,2024-01-04,CUST-0124,Cat Toys,Feather Wand,7,7.42,51.94,0.0
TXN-000087,2024-01-04,CUST-0168,Dog Food,Wet Dog Food Cans,1,58.72,58.72,0.0
TXN-000087,2024-01-04,CUST-0168,Dog Food,Grain-Free Dog Food,1,53.67,53.67,0.0
TXN-000087,2024-01-04,CUST-0168,Cat Toys,Catnip Mouse,3,6.19,18.57,0.0
TXN-000087,2024-01-04,CUST-0168,Grooming Supplies,Brush,1,23.9,23.9,0.0
TXN-000087,2024-01-04,CUST-0168,Grooming Supplies,Nail Clippers,1,15.16,15.16,0.0
TXN-000087,2024-01-04,CUST-0168,Cat Toys,Catnip Mouse,1,15.11,15.11,0.0
TXN-000088,2024-01-04,CUST-0115,Dog Food,Premium Dry Dog Food,1,25.78,25.78,0.0
